id,chemical_name,casrn,dtxsid,chemical_class,market_or_product_use,exposure_potential,known_hazard_flags,toxicity_data_gaps,priority_score,testing_rationale,source_title,confidence,review_status,reviewer_notes
chem-0050,arsenic,not extracted,not extracted,metalloid,"TITLE: ToxiTaRGET: a multi-omics database for toxicant-responsive molecular targets Environmental toxicant exposures can induce widespread alterations in both the transcriptome and epigenome of mammals, and directly contribute to the increased risk of various diseases, including cardiovascular disorders, cancer, and neurological disorders.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",ToxiTaRGET: a multi-omics database for toxicant-responsive molecular targets.,high,pending,
chem-0051,lead,not extracted,not extracted,metal,"The molecular changes in responding to distinct environmental toxicants, including arsenic (As), lead (Pb), bisphenol A (BPA), tributyltin (TBT), di-2-ethylhexyl phthalate (DEHP), dioxin (TCDD), and fine particulate matter (PM2.5), were systematically identified and visualized on an integrative platform, ToxiTaRGET, to allow quickly search and browse by researchers.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",ToxiTaRGET: a multi-omics database for toxicant-responsive molecular targets.,high,pending,
chem-0052,F-53B / 6:2 Cl-PFESA,not extracted,not extracted,replacement PFAS,"TITLE: Hereditary PCOS and the environmental toxicant F-53B converge on lipid metabolic reprogramming to impair fetal brain development Polycystic ovary syndrome (PCOS) is associated with an increased risk of neurodevelopmental disorders in offspring, yet how maternal PCOS interacts with environmental toxicants to influence fetal brain development remains unclear.We hypothesized that an AMH-programmed PCOS-like background increases neurodevelopmental vulnerability, which is worsened by gestational F-53B exposure through lipid metabolic reprogramming.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Hereditary PCOS and the environmental toxicant F-53B converge on lipid metabolic reprogramming to impair fetal brain development.,high,pending,
chem-0053,PFAS,not extracted,not extracted,chemical class,"TITLE: Per- and polyfluoroalkyl substances are associated with gestational diabetes and perturb hepatic metabolic regulatory networks: Convergent epidemiological, computational, and experimental evidence Gestational diabetes mellitus (GDM) is a prevalent metabolic disease during pregnancy which has long-term effects on maternal and child health.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Per- and polyfluoroalkyl substances are associated with gestational diabetes and perturb hepatic metabolic regulatory networks: Convergent epidemiological, computational, and experimental evidence.",medium,pending,
chem-0054,PFAS,not extracted,not extracted,chemical class,"Asthma, a prevalent chronic inflammatory airway disease, is exacerbated by both traditional air pollutants such as particulate matter (PM), ozone (O3), nitrogen dioxide (NO2), sulfur dioxide (SO2) and emerging contaminants like microplastics (MPs) and per- and polyfluoroalkyl substances (PFAS), with effects amplified under extreme temperature conditions.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Synergistic Effects of Air Pollutants and Extreme Temperature on Asthma: A Narrative Review of Mechanisms and Evidence.,medium,pending,
chem-0055,lead,not extracted,not extracted,metal,"Crustal elements were strongly intercorrelated (r > 0.9), while BC, lead (Pb), and nickel (Ni) showed moderate correlations (r ≈ 0.4-0.6), suggesting shared anthropogenic origins.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",From Mass to Molecules: PM Constituents and Cardiopulmonary Admissions in Makkah. 2.5,high,pending,
chem-0056,PFAS,not extracted,not extracted,chemical class,TITLE: Toxicological Effects and Health Impacts of Per- and Polyfluoroalkyl Substances (PFAS) in Humans Per- and polyfluoroalkyl substances (PFAS) are a class of synthetic chemicals notable for their high persistence and extensive applications.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Toxicological Effects and Health Impacts of Per- and Polyfluoroalkyl Substances (PFAS) in Humans.,medium,pending,
chem-0057,PFAS,not extracted,not extracted,chemical class,"In recent years, increasing concern has been raised about the effects of chemicals, including bisphenols, phthalates, per- and polyfluoroalkyl substances (PFAS), insecticides, and parabens, on maternal and fetal health, primarily due to their widespread exposure in human populations.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",The Impact of Endocrine Disruptor Exposure During Pregnancy on Bacterial Complications and Viral Infections: A Narrative Review.,medium,pending,
chem-0058,phthalates,not extracted,not extracted,chemical class,"In recent years, increasing concern has been raised about the effects of chemicals, including bisphenols, phthalates, per- and polyfluoroalkyl substances (PFAS), insecticides, and parabens, on maternal and fetal health, primarily due to their widespread exposure in human populations.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",The Impact of Endocrine Disruptor Exposure During Pregnancy on Bacterial Complications and Viral Infections: A Narrative Review.,high,pending,
chem-0059,PFOA,not extracted,not extracted,single chemical,"Higher early-pregnancy exposure to PFOA (odds ratio [OR]: 1.378, 95 % confidence interval [CI]: 1.067, 1.780), PFHpA (OR: 1.285, 95 % CI: 1.026, 1.610), and 8:2 Cl-PFESA (OR: 1.174, 95 % CI: 1.002, 1.377), as well as PFAS mixtures (mean OR = 1.281; 95% CI: 1.099, 1.492), was associated with increased odds of belonging to the low-decreasing EFWZ trajectory.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations of prenatal individual and mixture per- and polyfluoroalkyl substances (PFAS) exposures with fetal growth trajectories: Modifying effects of maternal micronutrient status.,high,pending,
chem-0060,PFAS,not extracted,not extracted,chemical class,"We compared four statistical methods-Principal Component Analysis (PCA), k-means clustering, Weighted Quantile Sum Regression (WQSR), and Bayesian Kernel Machine Regression (BKMR), -to identify associations between the mixture of chemicals and birth weight z-scores, including phthalate metabolites, bisphenol A, bisphenol A alternatives, triclosan, organophosphate pesticides, arsenic species, glyphosate and its breakdown product aminomethylphosphonic acid (AMPA), solvent metabolites, organophosphate flame retardants, fluoride, polybrominated diphenyl ethers, polychlorinated biphenyls (PCBs), organochlorine pesticides (OCs), cotinine, per- and polyfluoroalkyl substances (PFAS), and five metals.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Chemical mixtures and birth weight: comparison of multipollutant models in the Maternal-Infant Research on Environmental Chemicals (MIREC) study.,medium,pending,
chem-0061,organophosphate esters,not extracted,not extracted,chemical class,"We compared four statistical methods-Principal Component Analysis (PCA), k-means clustering, Weighted Quantile Sum Regression (WQSR), and Bayesian Kernel Machine Regression (BKMR), -to identify associations between the mixture of chemicals and birth weight z-scores, including phthalate metabolites, bisphenol A, bisphenol A alternatives, triclosan, organophosphate pesticides, arsenic species, glyphosate and its breakdown product aminomethylphosphonic acid (AMPA), solvent metabolites, organophosphate flame retardants, fluoride, polybrominated diphenyl ethers, polychlorinated biphenyls (PCBs), organochlorine pesticides (OCs), cotinine, per- and polyfluoroalkyl substances (PFAS), and five metals.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Chemical mixtures and birth weight: comparison of multipollutant models in the Maternal-Infant Research on Environmental Chemicals (MIREC) study.,high,pending,
chem-0062,flame retardants,not extracted,not extracted,chemical class,"We compared four statistical methods-Principal Component Analysis (PCA), k-means clustering, Weighted Quantile Sum Regression (WQSR), and Bayesian Kernel Machine Regression (BKMR), -to identify associations between the mixture of chemicals and birth weight z-scores, including phthalate metabolites, bisphenol A, bisphenol A alternatives, triclosan, organophosphate pesticides, arsenic species, glyphosate and its breakdown product aminomethylphosphonic acid (AMPA), solvent metabolites, organophosphate flame retardants, fluoride, polybrominated diphenyl ethers, polychlorinated biphenyls (PCBs), organochlorine pesticides (OCs), cotinine, per- and polyfluoroalkyl substances (PFAS), and five metals.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Chemical mixtures and birth weight: comparison of multipollutant models in the Maternal-Infant Research on Environmental Chemicals (MIREC) study.,high,pending,
chem-0063,BPA,not extracted,not extracted,single chemical,"We compared four statistical methods-Principal Component Analysis (PCA), k-means clustering, Weighted Quantile Sum Regression (WQSR), and Bayesian Kernel Machine Regression (BKMR), -to identify associations between the mixture of chemicals and birth weight z-scores, including phthalate metabolites, bisphenol A, bisphenol A alternatives, triclosan, organophosphate pesticides, arsenic species, glyphosate and its breakdown product aminomethylphosphonic acid (AMPA), solvent metabolites, organophosphate flame retardants, fluoride, polybrominated diphenyl ethers, polychlorinated biphenyls (PCBs), organochlorine pesticides (OCs), cotinine, per- and polyfluoroalkyl substances (PFAS), and five metals.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Chemical mixtures and birth weight: comparison of multipollutant models in the Maternal-Infant Research on Environmental Chemicals (MIREC) study.,high,pending,
