article_i,title_i,article_j,title_j,cosine_similarity,cosine_distance,note
PMID: 42455550,"Modifiable Risk Factors and Attributable Ischemic Heart Disease Mortality in US States, 1990-2023: A Systematic Analysis for the Global Burden of Disease Study 2023.",PMID: 41946182,"Nationwide potential causal long-term effects of PM component mixture on ischemic heart disease mortality in the United States, 2000-2019. 2.5",0.7967,0.2033,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455550,"Modifiable Risk Factors and Attributable Ischemic Heart Disease Mortality in US States, 1990-2023: A Systematic Analysis for the Global Burden of Disease Study 2023.",PMID: 39479259,Clearing the Air to Address Pollution's Cardiovascular Health Crisis.,0.7655,0.2345,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455550,"Modifiable Risk Factors and Attributable Ischemic Heart Disease Mortality in US States, 1990-2023: A Systematic Analysis for the Global Burden of Disease Study 2023.",PMID: 33770623,Contribution of fine particulate matter to present and future premature mortality over Europe: A non-linear response.,0.7652,0.2348,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455550,"Modifiable Risk Factors and Attributable Ischemic Heart Disease Mortality in US States, 1990-2023: A Systematic Analysis for the Global Burden of Disease Study 2023.",PMID: 30489348,"Diesel Exhaust, Respirable Dust, and Ischemic Heart Disease: An Application of the Parametric g-formula.",0.7635,0.2365,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455550,"Modifiable Risk Factors and Attributable Ischemic Heart Disease Mortality in US States, 1990-2023: A Systematic Analysis for the Global Burden of Disease Study 2023.",PMID: 30931239,Air Pollution and Cardiovascular Disease: A Focus on Vulnerable Populations Worldwide.,0.7552,0.2448,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455100,Long-Term Exposure to PM Constituents and Coronary Heart Disease Risk in China. 2.5,PMID: 36208782,Association of long-term exposure to PM and survival following ischemic heart disease. 2.5,0.8528,0.1472,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455100,Long-Term Exposure to PM Constituents and Coronary Heart Disease Risk in China. 2.5,PMID: 30489348,"Diesel Exhaust, Respirable Dust, and Ischemic Heart Disease: An Application of the Parametric g-formula.",0.8405,0.1595,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455100,Long-Term Exposure to PM Constituents and Coronary Heart Disease Risk in China. 2.5,PMID: 33919563,Racial Difference in the Association of Long-Term Exposure to Fine Particulate Matter (PM) and Cardiovascular Disease Mortality among Renal Transplant Recipients. 2.5,0.8404,0.1596,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455100,Long-Term Exposure to PM Constituents and Coronary Heart Disease Risk in China. 2.5,PMID: 39479259,Clearing the Air to Address Pollution's Cardiovascular Health Crisis.,0.8395,0.1605,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42455100,Long-Term Exposure to PM Constituents and Coronary Heart Disease Risk in China. 2.5,PMID: 31848968,"The association between high particulate matter pollution and daily cause-specific hospital admissions: a time-series study in Yichang, China.",0.8313,0.1687,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42445923,"Ambient temperature, rainfall, and adverse maternal and child health outcomes in Nigeria: evidence from a national cross-sectional study.",PMID: 42113305,"Maternal exposure to high ambient temperature and risk of stillbirth in South Australia: a statewide cohort study, 2000-2021.",0.8445,0.1555,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42445923,"Ambient temperature, rainfall, and adverse maternal and child health outcomes in Nigeria: evidence from a national cross-sectional study.",PMID: 41627556,Temperature extremes and maternal health: differential risks of severe maternal morbidity during heatwaves and coldwaves in North Carolina.,0.8357,0.1643,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42445923,"Ambient temperature, rainfall, and adverse maternal and child health outcomes in Nigeria: evidence from a national cross-sectional study.",PMID: 38262654,Protocol of an individual participant data meta-analysis to quantify the impact of high ambient temperatures on maternal and child health in Africa (HEAT IPD). 2,0.8252,0.1748,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42445923,"Ambient temperature, rainfall, and adverse maternal and child health outcomes in Nigeria: evidence from a national cross-sectional study.",PMID: 38382997,"Extreme heat, pregnancy and women's well-being in Burkina Faso: an ethnographical study.",0.8247,0.1753,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42445923,"Ambient temperature, rainfall, and adverse maternal and child health outcomes in Nigeria: evidence from a national cross-sectional study.",PMID: 32887349,Association of Summer Heat Waves and the Probability of Preterm Birth in Minnesota: An Exploration of the Intersection of Race and Education.,0.8086,0.1914,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42440588,Maternal exposure to fine particulate matter and autism spectrum disorder in children: population based case-control study.,PMID: 37493575,Association of Fine Particulate Matter and Its Components with Macrosomia: A Nationwide Birth Cohort Study of 336 Chinese Cities.,0.9345,0.0655,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42440588,Maternal exposure to fine particulate matter and autism spectrum disorder in children: population based case-control study.,PMID: 39983933,"PM and Its Components and Hospitalization for Hypertensive Disorders of Pregnancy in Henan Province, China, 2015-2021: A Case-Crossover Study. 2.5",0.9228,0.0772,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42440588,Maternal exposure to fine particulate matter and autism spectrum disorder in children: population based case-control study.,PMID: 40245380,Effect Modification by Socioeconomic Status on the Associations between Early Placental Protein Damage and Exposure to Ambient Air PM Chemical Components. 2.5,0.8681,0.1319,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42440588,Maternal exposure to fine particulate matter and autism spectrum disorder in children: population based case-control study.,PMID: 30836309,Ambient PM and clinically recognized early pregnancy loss: A case-control study with spatiotemporal exposure predictions. 2.5,0.8497,0.1503,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42440588,Maternal exposure to fine particulate matter and autism spectrum disorder in children: population based case-control study.,PMID: 41786265,Gestational exposure to ambient air pollution with black carbon and birthweight: A register-based nationwide birth cohort in Denmark.,0.8466,0.1534,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42437198,"Air Pollution Mixture and Folate Status Indicators among Pregnant Women in Canada: Maternal-Infant Research on Environmental Chemicals (MIREC) Study, 2008 to 2011.",PMID: 30455103,"The association between maternal exposure to ambient particulate matter of 2.5 μm or less during pregnancy and fetal congenital anomalies in Yinchuan, China: A population-based cohort study.",0.9027,0.0973,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42437198,"Air Pollution Mixture and Folate Status Indicators among Pregnant Women in Canada: Maternal-Infant Research on Environmental Chemicals (MIREC) Study, 2008 to 2011.",PMID: 37692372,Human milk EV-miRNAs: a novel biomarker for air pollution exposure during pregnancy.,0.8741,0.1259,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42437198,"Air Pollution Mixture and Folate Status Indicators among Pregnant Women in Canada: Maternal-Infant Research on Environmental Chemicals (MIREC) Study, 2008 to 2011.",PMID: 34873215,Association between ambient air pollution and perceived stress in pregnant women.,0.8723,0.1277,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42437198,"Air Pollution Mixture and Folate Status Indicators among Pregnant Women in Canada: Maternal-Infant Research on Environmental Chemicals (MIREC) Study, 2008 to 2011.",PMID: 29422441,"Ambient air pollution the risk of stillbirth: A prospective birth cohort study in Wuhan, China.",0.8682,0.1318,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42437198,"Air Pollution Mixture and Folate Status Indicators among Pregnant Women in Canada: Maternal-Infant Research on Environmental Chemicals (MIREC) Study, 2008 to 2011.",PMID: 41448419,Pre- and postnatal exposure to PM and NO and blood pressure in children: Results from the ECHO Cohort. 2.5 2,0.8496,0.1504,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42422320,"Maternal ambient air pollution exposure and risk of stillbirth in Georgia, USA.",PMID: 41270918,Long-term impact of oral gestational PM10 exposure on morris water maze performance and hippocampal gene expression.,0.901,0.099,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42422320,"Maternal ambient air pollution exposure and risk of stillbirth in Georgia, USA.",PMID: 39317692,Increasing temporal sensitivity of omics association studies with epigenome-wide distributed lag models.,0.9007,0.0993,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42422320,"Maternal ambient air pollution exposure and risk of stillbirth in Georgia, USA.",PMID: 36743286,The Risk of Orofacial Cleft Lip/Palate Due to Maternal Ambient Air Pollution Exposure: A Call for Further Research in South Africa.,0.8651,0.1349,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42422320,"Maternal ambient air pollution exposure and risk of stillbirth in Georgia, USA.",PMID: 29212623,Intrauterine and Early Postnatal Exposure to Particulate Air Pollution and Kawasaki Disease: A Nationwide Longitudinal Survey in Japan.,0.8567,0.1433,sampled similarity only; full pairwise skipped for 6155 records
PMID: 42422320,"Maternal ambient air pollution exposure and risk of stillbirth in Georgia, USA.",PMID: 36574746,The association between ambient particulate matter exposure and the telomere-mitochondrial axis of aging in newborns.,0.8505,0.1495,sampled similarity only; full pairwise skipped for 6155 records
