id,evidence_type,population,comparator,predictor_or_exposure,health_outcome,study_design,effect_direction,effect_estimate,sample_size,population_size,study_period,data_source,recruitment_site,enrollment_site,study_site,statistical_methods,evidence_sentence,citation,source_title,confidence,review_status,reviewer_notes
clin-0041,longitudinal clinical / observational study,older adults,not specified,"air pollution with the incidence of total CVDs, heart disease, and stroke among Chinese individuals with CKM syndrome stages 0-3",kidney; cardiovascular,longitudinal observational study,higher risk,"Per 10-μg/m increase in PM, PM, PM, O, and NO corresponded to a 14.8% (hazard ratio [HR], 1.148 [95% CI, 1.086-1.214]), 9.6% (HR, 1.096 [95% CI, 1.064-1.128]), 6.8% (HR, 1.068 [95% CI, 1.052-1.084]), 2.5% (HR, 1.025 [95% CI, 0.962-1.091]), and 12.4% (HR, 1.124 [95% CI 1.063-1.189]) higher incident risk of CVD, respectively, whereas O showed no significant association.",7400 adults,7400 adults,2011-2018,not specified,not specified,not specified,"PM, PM",Cox proportional hazards models,"Per 10-μg/m increase in PM, PM, PM, O, and NO corresponded to a 14.8% (hazard ratio [HR], 1.148 [95% CI, 1.086-1.214]), 9.6% (HR, 1.096 [95% CI, 1.064-1.128]), 6.8% (HR, 1.068 [95% CI, 1.052-1.084]), 2.5% (HR, 1.025 [95% CI, 0.962-1.091]), and 12.4% (HR, 1.124 [95% CI 1.063-1.189]) higher incident risk of CVD, respectively, whereas O showed no significant association.",PMID: 42416905,Association between air pollution and incident cardiovascular diseases among a population with cardiovascular-kidney-metabolic syndrome stages 0-3: the first evidence from the China Health and Retirement Longitudinal Study,high,pending,
clin-0042,clinical trial / intervention study,pregnant women/infants,not specified,trial intervention / treatment exposure,not extracted,randomized clinical trial,intervention effect evaluated,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"Physio-HeMAB is an interventional, cluster-randomized study hosted by the Health and Demographic Surveillance System in Navrongo, Ghana.",PMID: 42410409,Investigating environmental heat exposure and its effects on maternal and fetal health in rural Northern Ghana (Physio-HeMAB Study): a study protocol for a cluster randomized trial,low,pending,
clin-0043,retrospective clinical / observational study,pregnant women/infants,not specified,one heat wave event was positively correlated with the likelihood of becoming pregnant (+ 34,pregnancy outcomes; reproductive,retrospective observational study,positive association,Results from the interaction model indicated that concurrent exposure to O and two heat wave events was statistical associated with clinical pregnancy (OR = 3.77).,"15,198 women","15,198 women",2020-2022,not specified,not specified,not specified,not specified,generalized linear models,"A retrospective study included 15,198 women receiving ART and 7519 fresh embryo transfer cycles between 2020 to 2022 at the Reproductive Center of West China Second University Hospital in Chengdu, China.",PMID: 42402568,"The association between heat waves and pregnancy outcome among women undergoing assisted reproductive technology in Sichuan, China",high,pending,
clin-0044,clinical trial / intervention study,older adults,not specified,trial intervention / treatment exposure,"kidney molecular, vascular, inflammatory, and metabolic markers",clinical trial / intervention study,intervention effect evaluated,not extracted,not reported,not reported,2009-2019,Taiwan National Health Insurance database,not specified,not specified,Taiwan National Health Insurance database,Cox proportional hazards models,"The cohort included 373 402 participants, with average age at index date 73.6 ± 7.2 years; 57.7% of cohort members were female.",PMID: 42402440,A Drug-Environment Interaction Between PM Concentration and Corticosteroid Use on Cardiovascular and Thromboembolic Events in Older Adults. 2 .5,medium,pending,
clin-0045,clinical / observational time-series study,children aged 0-5 years,seasonal/time-of-year patterns,urban air pollution and asthma-related morbidity in children under five: a PRISMA-guided systematic review with narrative synthesis (2021-2025),asthma; respiratory,case-crossover study,positive association,"Across settings, short-term increases in particulate matter (PM_{2.5}/PM_{10}) and nitrogen dioxide (NO_2) were consistently associated with increased asthma-related hospitalizations or urgent visits.",not reported,not reported,2021-2025,not specified,not specified,not specified,not specified,not extracted,"Across settings, short-term increases in particulate matter (PM_{2.5}/PM_{10}) and nitrogen dioxide (NO_2) were consistently associated with increased asthma-related hospitalizations or urgent visits.",PMID: 42400931,Short-term exposure to urban air pollution and asthma-related morbidity in children under five: a PRISMA-guided systematic review with narrative synthesis (2021-2025),medium,pending,
clin-0046,clinical epidemiology cohort,pregnant women/infants,not specified,clinical predictors / cohort factors,pregnancy outcomes; reproductive,retrospective cohort study,positive association,"OR: 1.66, 95% CI: 1.53-1.80",not reported,not reported,2014-2025,not specified,not specified,not specified,not specified,logistic regression,"Among PM components, black carbon demonstrated the strongest association with PCOS risk (OR: 1.66, 95% CI: 1.53-1.80).",PMID: 42391951,Association of atmospheric oxidants and fine particulates with polycystic ovary syndrome and the reproductive trajectory: Protective role of residential greenness,high,pending,
clin-0047,clinical trial / intervention study,pregnant women/infants/children,not specified,trial intervention / treatment exposure,not extracted,clinical trial / intervention study,intervention effect evaluated,not extracted,680 women,not reported,2018-2021,heat and APOs. In-depth cohort,not specified,not specified,heat and APOs. In-depth cohort,not extracted,A higher percentage of RPWs had WBGT exposure (55%) above the permissible limit with an average WBGT of 26.8 °C ± 1.0 °C compared to the UPW (45%) with an average exposure of 26.9 °C ± 0.8 °C.,PMID: 42387498,Comparing the health implications of heat exposure in pregnant women in rural and urban Tamil Nadu: An exploratory cohort study,low,pending,
clin-0048,clinical trial / intervention study,cohort participants,not specified,trial intervention / treatment exposure,not extracted,clinical trial / intervention study,intervention effect evaluated,not extracted,205 adults,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"Of the 205 participants, 178 were included in the final analysis after excluding dropouts and cases with insufficient monitoring data.",PMID: 42386347,Should household air quality monitoring be considered in selected patients with asthma and COPD?,low,pending,
clin-0049,clinical / observational study,pregnant women/infants,not specified,"ambient pollutants (PM, PM, NO2, SO, and O) and the risk of PTB",preterm birth,systematic review/meta-analysis,positive association,"The results are presented as follows: (PM: pooled RR = 1.016, 95% CI: 1.010-1.021, PM: (pooled RR = 1.004, 95% CI: 1.002-1.007), NO (pooled RR = 1.007, 95% CI: 1.00-1.013), O (pooled RR = 1.004, 95% CI: 1.001-1.006).",66,66,2014-2024,not specified,not specified,not specified,not specified,meta-analysis,"Based on cohort studies, which provide the highest level of evidence, an increase of 1 μg/m in air pollutants (PM, PM, NO2, and O) was significantly associated with an increased risk of PTB.",PMID: 42378785,A global systematic review and meta-analysis on preterm birth and air pollution exposure,high,pending,
clin-0050,clinical epidemiology cohort,older adults,not specified,clinical predictors / cohort factors,mortality,review/perspective,positive association,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"A collaborative approach involving clinicians, researchers, public health systems, and policymakers is urgently needed to mitigate these risks and ensure equitable cardiovascular health in the era of climate change Monaldi archives for chest disease = Archivio Monaldi per le malattie del torace",PMID: 42366961,"Heart failure at the crossroads of climate change and environmental health: emerging risks, mechanistic insights, and future directions",medium,pending,
clin-0051,clinical / observational study,Children (BASC-2) and Behavior Rating Inventory of Executive Function-Preschool Version (BRIEF-P),not specified,environmental chemicals contributes to adverse neurodevelopmental outcomes in children,clinical / health outcome described in the abstract,cohort study,not extracted,not extracted,353,353,not specified,not specified,not specified,the Health Outcomes,not specified,quantile g-computation,"We pooled data from 695 mother-child dyads (female, n = 353; male, n = 342) enrolled in the Health Outcomes and Measures of the Environment (HOME) & Maternal-Infant Research on Environmental Chemicals (MIREC) Studies.",PMID: 42365676,Joint associations between gestational environmental chemical mixtures and child behavioral outcomes,low,pending,
clin-0052,cross-sectional clinical / observational study,"children aged 6 to 14 years, recruited from a primary and a secondary school in Guanajuato, Mexico",not specified,primary study factor described in the abstract,asthma; respiratory,cross-sectional analysis,positive association,"The most important risk factors for impaired lung function were living in the brickyard (OR = 6.9, 95% CI: 4.3-11.1; = 0.001) and being male (OR = 3.6, 95% CI: 2.3-5.7; = 0.001).",386 children,386 children,not specified,not specified,a primary,not specified,not specified,not extracted,"The most important risk factors for impaired lung function were living in the brickyard (OR = 6.9, 95% CI: 4.3-11.1; = 0.001) and being male (OR = 3.6, 95% CI: 2.3-5.7; = 0.001).",PMID: 42353904,Allergic Diseases and Impaired Lung Function in Children Exposed and Unexposed to Artisanal Brick Production,medium,pending,
clin-0053,clinical / observational study,participants from the French cohort SEPAGES,not specified,child lung function: findings from the SEPAGES cohort,immune/inflammation,cohort study,not extracted,not extracted,not reported,not reported,not specified,SEPAGES cohort,not specified,not specified,SEPAGES cohort,not extracted,Placental DNAm was measured using the Infinium HumanMethylationEPIC BeadChip in 395 participants from the French cohort SEPAGES.,PMID: 42341692,Adverse and adaptive placental DNA methylation changes linking prenatal air pollution exposure to child lung function: findings from the SEPAGES cohort,low,pending,
